user_id,gender,followee_count,followers_count,location,birthday,registry_time,certification,credit,constellation,comment_count,repost_count,like_count,post_count
1b9a0bdc00fb0d2141550271c09d66ee,0,3743.0,920870,39,13021 days 04:09:24,22588 days 13:51:49,0,0,2,"504,150","7,833,704","479,276",Unknown
d1b5db5b742177ae6234d3bee2300f70,2,593.0,313929,25,Unknown,23117 days 15:03:42,1,0,7,"141,437","128,534","1,501,909",Unknown
6d8f4191156bc858165522b49f39fdde,2,4691.0,71244,28,12465 days 04:09:24,22830 days 19:03:27,1,3,12,"22,066","36,456","78,048",Unknown
ce086356c2b3cf8696364f13fe77f882,2,845.0,253002,14,Unknown,22334 days 11:38:32,1,0,10,"489,139","143,805","1,002,733",Unknown
fe287dd135eed0a2b76b64035cd737b9,2,2053.0,44607,3,Unknown,22393 days 18:30:43,0,3,7,"22,935","56,883","10,370",Unknown
fcdf1907c0a43dbae55719796829f8b1,2,2029.0,1007503,25,15406 days 04:09:24,22496 days 17:54:09,1,0,6,"230,873","199,502","544,415",Unknown
0219f7019059e627fffe1ddf788d082b,2,1157.0,300,24,Unknown,22636 days 20:01:37,0,3,3,"2,240","1,492","2,150",Unknown
3e57ea182f5e5885946ff726d1d2d5d9,2,1135.0,276709,24,18441 days 04:09:24,22683 days 13:08:43,1,0,9,"163,879","154,081","1,092,795",Unknown
3cb08ca6320328e3afac2ed53fd0412a,0,6952.0,701236,33,Unknown,22723 days 18:48:56,1,3,10,"1,311,697","148,945","2,235,705",Unknown
7af2f1146530a537fce5651b8cef2188,2,1257.0,44677471,37,22758 days 04:09:24,22758 days 21:15:08,1,3,11,"18,840,152","26,730,577","106,199,959",Unknown
8cd9a4709339861ed6709ff033a7921e,2,1319.0,134715,37,Unknown,22788 days 16:27:17,1,3,1,"1,259,767","104,497","932,643",Unknown
2cf574bad1a638187a17068c9ab01a23,0,3251.0,5435593,37,11250 days 04:09:24,22848 days 18:07:21,1,3,7,"1,627,669","11,828,051","6,179,010",Unknown
1c37a3455b4b887866cb07763a34d901,2,6772.0,1130731,39,Unknown,22858 days 13:09:20,1,0,4,"607,736","1,461,778","1,199,847",Unknown
01e1c509ff7d22a83222eb3978acf58f,2,2079.0,309888,24,Unknown,22859 days 13:40:51,1,0,9,"165,159","375,298","808,248",Unknown
b3cac01bece4eca41c5645d4dc42ac14,2,280.0,42282,30,Unknown,22880 days 14:39:39,1,0,12,"14,193","16,090","30,494",Unknown
56295c82988b201630c0c7b367653cf0,2,20000.0,636531,24,3271 days 04:09:24,22883 days 18:48:18,1,0,4,"1,283,316","2,221,207","4,979,181",Unknown
7e32118035388480f3411841cdc5cdbe,2,1613.0,1368894,37,22895 days 04:09:24,22895 days 18:41:40,1,3,3,"1,886,140","1,701,625","2,335,261",Unknown
12909a9f5a032fe86ea25dd4553189a2,2,844.0,834534,14,Unknown,24083 days 10:32:37,1,0,11,"452,764","556,589","2,924,948",Unknown
695d030c8f2777b613b0fb42d0fa0749,2,1678.0,216035,24,11689 days 04:09:24,22934 days 04:31:44,1,0,5,"159,405","272,649","674,073",Unknown
a13e62147fd8f020bbf328382481ec84,2,438.0,2132510,41,14437 days 04:09:24,22950 days 13:10:05,1,0,9,"128,225","209,912","646,727",Unknown
56d7eb6db3daf58192cb6a9073b79456,0,360.0,2944,9,17091 days 04:09:24,22973 days 14:37:24,1,3,7,"2,123",437,"4,875",Unknown
c499f9936b04b57f0f377449203d15b4,0,977.0,1590,22,Unknown,22982 days 19:33:44,0,3,1,"7,234",278,"7,108",Unknown
e705774070e03e9fa031b445878e32f9,2,2484.0,219441,37,Unknown,23032 days 14:23:37,1,3,1,"3,020,840","2,535,262","2,101,083",Unknown
