post_id,user_id,publish_time,comment_count,like_count,post_content,post_hashtags
e5ccaaa614ec8f5b9bf797d7f50d9716,9d8b9c454117d7e18a12d4f86b63e69c,27699 days 16:54:28,7.0,7.0,"西吉的后埫草场是偷偷过夏天了吗？
看着都是一个避暑好去处！
#这里是固原##点亮美丽乡村##带着微博去旅行##固原·西吉[地点]# http://t.cn/A6QiC2Om ​","['这里是固原', '点亮美丽乡村', '带着微博去旅行', '固原']"
d80b095d84aa7d258b3ed4cb50515ac3,bacd2ad9229ae6d9aa83b09afe5aa0dc,27655 days 12:27:20,2.0,5.0,"[苦涩]日本各家咖啡价格上调，咋还冤咱们国内吃榴莲太多[笑cry][笑cry][笑cry][笑cry]。说是调查显示咖啡价格上涨的原因是巴西气候异常咖啡豆产量减少、日元贬值以及……越南出口到中国的榴莲越来越多导致越南很多咖啡地改种了榴莲[允悲][允悲][允悲][允悲]
#日本[超话]##日常##带着微博去旅行# ​","['日本', '日常', '带着微博去旅行']"
943d47257633337b1ca6475c554a8ffc,bacd2ad9229ae6d9aa83b09afe5aa0dc,27696 days 23:12:31,4.0,2.0,"大户屋新出的这个油淋鸡定食看上去不错呀朋友们！以后不知道吃啥就来大户屋，中华、和食啥都有[并不简单][并不简单][并不简单]我最喜欢的还是这个黑醋系列，鱼肉的这个比鸡肉热量低一些，也不腥，百吃不腻！！
#日本[超话]##带着微博去旅行##遇见美好# ​","['日本', '带着微博去旅行', '遇见美好']"
d3a3d81009fdc5beae7ceb742b77e28f,aec1be4d1a905198ac94fe117b12d7da,27700 days 13:33:20,1.0,2.0,#微博旅行家# 诗仙漫步荷池边。醉后轻松舞翩翩。挠首不晓春莲睡，举杯才懂心静恬。#带着微博去旅行# ,"['微博旅行家', '带着微博去旅行']"
db00f1192b3aeb9518c2a46a1df4f654,d1b5db5b742177ae6234d3bee2300f70,27693 days 03:51:51,3.0,10.0,人民大会堂里每个省都有专属会议厅，独具地方特色#人民大会堂##记录旅行##带着微博去旅行##旅行[超话]#http://t.cn/zTate5k http://t.cn/A6QbOBY0 ​,"['人民大会堂', '记录旅行', '带着微博去旅行', '旅行', 'http']"
36fcc19e19bde66ef82f1e42bd1a06e0,d1b5db5b742177ae6234d3bee2300f70,27699 days 05:27:02,3.0,8.0,故宫旅行攻略讲解 紫禁城里面真的太壮观了，处处彰显着皇家的气派恢弘，如果你自己来故宫估计会看不明白，这条故宫的讲解攻略希望对你有用#故宫 ##北京旅行 ##旅行##带着微博去旅行##不止旅行# http://t.cn/AigLDtJl #旅行[超话]# http://t.cn/A6QiZlV4 ​,"['故宫', '北京旅行', '旅行', '带着微博去旅行', '不止旅行', '旅行']"
006e25612c12df957d9f10dccf17fbcc,6d8f4191156bc858165522b49f39fdde,27698 days 14:44:50,1.0,5.0,[抱一抱][抱一抱][抱一抱]//@洪布衫:#大哥我来齐齐哈尔是参加旅发大会的# 第六届黑龙江省旅发大会，今日在齐齐哈尔召开，带给你我一个不一样的激情夏天！[心][good][送花花]#带着微博去旅行#,"['大哥我来齐齐哈尔是参加旅发大会的', '带着微博去旅行']"
81f74314f5745fc36a5ebbb360a4837b,00150848da6229e37a6e114fbfabf7c9,27683 days 22:12:14,0.0,1.0,滇西旅游来上分！演员袁弘打卡云南保山。云南朋友：我要约他克吃炸血排、血辣子#有一种叫云南的生活 #美好生活在云南##旅游# http://t.cn/A6HBQBMf ​,"['有一种叫云南的生活', '美好生活在云南', '旅游']"
35a5f61f8bb7745e39c74171271c2fb2,7bf531f46f561af80bd2f6d48679dfcb,27681 days 23:11:43,1.0,4.0,广东，肇庆市，悦城龙母诞。2024 年 6 月 5 日。#祝福高考##带着微博去旅行#  http://t.cn/A6HrT6KA ​,"['祝福高考', '带着微博去旅行']"
aeb39bcb142491b6d75a9b5c5a7be3c4,ab9358393189cd071514a294cb8eb308,26986 days 15:33:02,267.0,199.0,"【中国探险协会-视频访谈】牛人 | 刘上：必要力量，无畏前行!
中国探险协会《牛人》访谈节目，听小刘儿老师讲述摄影旅行和自驾故事 :-)
#必要力量# #微博军事# #车生活# #摄影# #自驾游# #超能新星汇# #新星v计划#
@中国探险协会官方微博 http://t.cn/A6aNByfE ​","['必要力量', '微博军事', '车生活', '摄影', '自驾游', '超能新星汇', '新星v计划']"
94d1f59fa9a7f163d3d9ac022f99c472,33ecf55b440b5720a5c72de776603e23,27598 days 12:16:06,1.0,0.0,地理课本景点打卡#中国地理##带着微博去旅行# ​​​,"['中国地理', '带着微博去旅行']"
63402e5f2bdf6b6d656e03c5d83eb976,d2216a0a1e4d7be5c79e421bebab0174,27700 days 20:48:46,1.0,0.0,"#生活手记#

俄罗斯的子弹真是富裕了

或许是朝鲜提供的吧！

俄罗斯现在搞起了军事旅游

大家去俄罗斯，可以扔手雷，开机枪，开坦克！

这真是一条赚钱新门路[允悲][允悲][允悲]

#俄罗斯##俄罗斯军事旅游##决战俄罗斯##旅游##搞笑# ​","['生活手记', '俄罗斯', '俄罗斯军事旅游', '决战俄罗斯', '旅游', '搞笑']"
cb55ae1e21b64f78bd3c2b2327dcd460,d830641c66a2728ee5899c289df576bc,27620 days 15:22:30,1.0,0.0,#淄博##旅游#  http://t.cn/A6TXWswG ​,"['淄博', '旅游']"
ef784da187745c8c7cf67b385ef64d7b,476b20db610c84a072ac4de2314d0998,27620 days 00:37:04,1.0,1.0,#一条plog记录清明假期#用镜头捕捉业达春天的美好#带着微博去旅行#@文旅山东 @黄渤海新区发布 @烟台市文化和旅游局  ​,"['一条plog记录清明假期', '用镜头捕捉业达春天的美好', '带着微博去旅行']"
2a9dececcf713d1cb578ff8019d7487d,476b20db610c84a072ac4de2314d0998,27619 days 22:42:29,1.0,0.0,#一条plog记录清明假期#柳燕衔春，万物清明。在烟台黄渤海新区，漫步金沙滩旅游风景区。登天马栈桥，望黄海茫茫；来扬帆广场，在玩乐中感受童真；守孤独的鲸，领略独特风情。#春日已过半程##带着微博去旅行#@文旅山东 @黄渤海新区发布 @烟台市文化和旅游局  http://t.cn/A6T6kP6e ​,"['一条plog记录清明假期', '柳燕衔春', '春日已过半程', '带着微博去旅行']"
ca2407cbebe12a234d42c7e16c4953b8,476b20db610c84a072ac4de2314d0998,27617 days 02:09:07,0.0,1.0,#宫崎骏#当宫崎骏老师与品重烟台美景相遇#你想活出怎样的人生##带着微博去旅行#@文旅山东 @烟台市文化和旅游局 @吉卜力工作室官方微博 @电影你想活出怎样的人生官微  ​,"['宫崎骏', '当宫崎骏老师与品重烟台美景相遇', '你想活出怎样的人生', '带着微博去旅行']"
da08e7bef929a3df767305238c152880,476b20db610c84a072ac4de2314d0998,27616 days 14:46:57,1.0,0.0,#放三天补一天的意义是什么#在栖霞，发现了一家路边好味道的牛肉（汤）店。#带着微博去旅行#@文旅山东 @栖霞市融媒体中心 @烟台市文化和旅游局 @栖霞市文化和旅游局官方微博  ​,"['放三天补一天的意义是什么', '在栖霞', '带着微博去旅行']"
3f3d2b918466a8b3a2b4f2a5678612ed,1c6c2257b3ba0e36d1b2fa8682ba4259,27688 days 21:28:47,6.0,0.0,"#旅游##深圳# 今天抽空把这次深圳，珠海旅游的行程优化了一下，把每个要去的地方预约时间登记了一下，防止漏了！
然后两个景点很远，开始想着包团，看了一下包团，大车人太多，小车很贵，而且四人只有轿车！不舒服！也没有导游，只有司机！
换个赛道，选择包车，4人，包七座商务，1000一天！
下周继续 ​","['旅游', '深圳']"
68b45b1e26988609fbbb791ddac85d56,0e6fe842ebaa2bf308ee370b54a49674,27699 days 22:41:17,0.0,2.0,#男生高考708分笔记工整似印刷# [可爱] #带着微博去旅行# 这男生不仅是学霸，字写的也好，终于完成那么多年吃苦考学的一个阶段，利用假期好好玩玩，休息一下吧。可以出去旅游，放松心情，为人生新阶段打好基础。#微博旅行家# http://t.cn/A6Q6vaOY ​,"['男生高考708分笔记工整似印刷', '带着微博去旅行', '微博旅行家']"
cfdf9f5fa9ba553f4ecf159ceddc3626,0e6fe842ebaa2bf308ee370b54a49674,27698 days 19:26:55,0.0,1.0,#弟弟被清华关在酒店怕被北大抢走# [可爱] #带着微博去旅行# 真的假的？抢生源内卷到这样了吗？考生们奋斗这么多年终于迎来最轻松的暑假，应该让他们好好玩玩，不要限制他们的行动。#微博旅行家# http://t.cn/A6QxkWlt ​,"['弟弟被清华关在酒店怕被北大抢走', '带着微博去旅行', '微博旅行家']"
5b2d9de27b760762769a9dd060b7ee05,2e624bf55b536f5b785331cf7ebf7605,27660 days 14:13:16,1061.0,4046.0,"以弗所遗址｜土耳其不能错过的千年之城
🏛讲解器里低声告诉我们，你来得太迟了
🌠一起迷失在历史的长河里吧～
千年之前的理想之城Ephesus
爱上以弗所的人很多，现在多了我一个
http://t.cn/RXQkOtT #520表白日##微博旅行家##带着微博去旅行# 
在土耳其伊兹密尔南部的小镇塞尔丘克这里，坐落着现存 ​","['520表白日', '微博旅行家', '带着微博去旅行']"
f5ae4a770ee8572854b4c31a6b7314e9,5521ecd5e2f357055082767086da19b0,27664 days 14:03:07,116.0,1050.0,"#最元气的夏天##微博旅行家##带着微博去旅行# 
我心目中的夏天
是新疆连绵的雪山🏔️ 热情的哈萨克族💃风光无限的独居公路还有说不尽的民族故事
是内蒙一望无际的草原 篝火中的相视而笑还有马头琴声伴着的载歌载舞💃是自由
是西藏的神圣，璀璨的羊卓雍错，珠穆朗玛峰的执念，还有古格王朝遗址的 ​","['最元气的夏天', '微博旅行家', '带着微博去旅行']"
efeda7fda85c0a037728c63c7f8a2ba9,15b47ef189f155a3a0b9393f2eb623d9,27693 days 17:16:48,0.0,1.0,重回汉唐·寻梦西域 ·旅途中遇见舒达 交通广播河西走廊自驾游在路上！#河西走廊##自驾游# http://t.cn/A6QGqyay ​,"['河西走廊', '自驾游']"
023d2c5534948ea1ff3769c17f6d0d73,daf7c33efb835a5ef340ad9204dcd225,27664 days 23:45:07,1.0,1.0,#带着微博去旅行[超话]#[微风][微风][微风][微风],['带着微博去旅行']
5e5c0383b11003cea5afe101b7b56a86,daf7c33efb835a5ef340ad9204dcd225,27663 days 22:48:42,1.0,1.0,#带着微博去旅行[超话]#,['带着微博去旅行']
053d0945d63a0d26d4ff1e0d6a061e34,daf7c33efb835a5ef340ad9204dcd225,27698 days 15:42:59,0.0,1.0,#带着微博去旅行[超话]#,['带着微博去旅行']
65a5a1604d4650e9de7d20be1e0db8c9,daf7c33efb835a5ef340ad9204dcd225,27698 days 15:42:53,0.0,1.0,#带着微博去旅行[超话]#[加油][加油]//@Iam古巴:探寻北疆套马的魅力[鼓掌][鼓掌][鼓掌],['带着微博去旅行']
f91f6f9fd3b9d97b04fcf91bca048e17,daf7c33efb835a5ef340ad9204dcd225,27698 days 15:42:27,0.0,1.0,#带着微博去旅行[超话]#,['带着微博去旅行']
22564c2e281ec9f9a194dccb2cfaff09,daf7c33efb835a5ef340ad9204dcd225,27664 days 23:46:08,0.0,1.0,#带着微博去旅行[超话]#,['带着微博去旅行']
ee9bcc8be76b7038d132eff883d25cf7,daf7c33efb835a5ef340ad9204dcd225,27664 days 23:44:59,0.0,1.0,#带着微博去旅行[超话]#[微风][微风],['带着微博去旅行']
85a9921db747f4b07d1aa773d339b4d8,daf7c33efb835a5ef340ad9204dcd225,27664 days 23:44:49,0.0,1.0,#带着微博去旅行[超话]#[心][心],['带着微博去旅行']
bb1400bd40da1a7865290ee35535ba13,daf7c33efb835a5ef340ad9204dcd225,27664 days 23:44:41,0.0,1.0,#带着微博去旅行[超话]#,['带着微博去旅行']
fba88ee1218e25635916815c61420f86,daf7c33efb835a5ef340ad9204dcd225,27664 days 23:44:19,0.0,1.0,#带着微博去旅行[超话]#[心][心][心],['带着微博去旅行']
2a98f4329db82608b3428987ff6dc0c7,ecf7afa3e7c73cadbc2cf9b74d19cb4e,27699 days 01:01:09,22.0,24.0,好绒出在好鹅上！齐齐哈尔“羽绒小镇”又有大动作#龙年游龙江 相约在鹤乡##大哥我来齐齐哈尔是参加旅发大会的##第六届黑龙江旅发大会##带着微博去旅行[超话]# http://t.cn/A6QJGb70 ​,"['龙年游龙江', '大哥我来齐齐哈尔是参加旅发大会的', '第六届黑龙江旅发大会', '带着微博去旅行']"
f23a817339a7c6c33f23463414167dea,ecf7afa3e7c73cadbc2cf9b74d19cb4e,27699 days 00:57:01,8.0,10.0,#第六届黑龙江旅发大会# 将于6月24—25日在齐齐哈尔市举办，沈腾喊话网友来家乡吃烤肉、赏美景#大哥我来齐齐哈尔是参加旅发大会的##龙年游龙江 相约在鹤乡##带着微博去旅行[超话]# http://t.cn/A6QJbF6Q ​,"['第六届黑龙江旅发大会', '大哥我来齐齐哈尔是参加旅发大会的', '龙年游龙江', '带着微博去旅行']"
c164de741187d02f6f9f64c6e8475907,ecf7afa3e7c73cadbc2cf9b74d19cb4e,27699 days 12:56:26,6.0,6.0,#带着微博去旅行[超话]##微博旅行家# #自然风光# ,"['带着微博去旅行', '微博旅行家', '自然风光']"
ff2235461ef4df76af414a7dc0148d4d,ecf7afa3e7c73cadbc2cf9b74d19cb4e,27700 days 02:55:20,7.0,4.0,千架无人机邂逅雨夜中的浪漫 这就是齐齐哈尔#龙年游龙江 相约在鹤乡# 第六届黑龙江省旅游产业发展大会 #大哥我来齐齐哈尔是参加旅发大会的##带着微博去旅行[超话]##大美龙江齐声鹤彩# http://t.cn/A6Q6mOxB ​,"['龙年游龙江', '大哥我来齐齐哈尔是参加旅发大会的', '带着微博去旅行', '大美龙江齐声鹤彩']"
fc053f5a3c1440b0888b914753583efc,ecf7afa3e7c73cadbc2cf9b74d19cb4e,27698 days 16:07:50,6.0,7.0,#龙年游龙江 相约在鹤乡# #大哥我来齐齐哈尔是参加旅发大会的# #微博旅行家# #带着微博去旅行[超话]#[赞啊][微风][good][鼓掌],"['龙年游龙江', '大哥我来齐齐哈尔是参加旅发大会的', '微博旅行家', '带着微博去旅行']"
e50b6d87e23f8024269d4498f0eeed0b,adee44a6f7b4b53eecba6ccde726aa0d,27693 days 14:09:38,201.0,438.0,"【我的西班牙游记来啦！！】
在南欧小镇试驾了纯电MINI Cooper🏝️
没有早高峰 没有目的地
只有自由的旷野和热情的海岸
这种活力与快乐非常MINI✨
#新能源汽车##我与汽车的日常##带着微博去旅行# http://t.cn/A6QbskdP ​","['新能源汽车', '我与汽车的日常', '带着微博去旅行']"
7bc5afe4f1ebf3c55e445b4ad12a047a,1d97d0e353c843371f2687b06401ee4c,27698 days 15:01:56,3.0,8.0,想念那年在齐齐哈尔吃到的那些烤肉#龙年游龙江 相约在鹤乡##大哥我来齐齐哈尔是参加旅发大会的##带着微博去旅行# ​,"['龙年游龙江', '大哥我来齐齐哈尔是参加旅发大会的', '带着微博去旅行']"
97e016942914c1d0b59ca5115b99578f,1d97d0e353c843371f2687b06401ee4c,27654 days 20:35:14,4.0,4.0,"好想再去重庆耍嘛～
跑男重庆拍vs我重庆拍 #奔跑吧##奔跑吧重庆上班路透##带着微博去旅行# ​","['奔跑吧', '奔跑吧重庆上班路透', '带着微博去旅行']"
d9d004c8afa17f10edb338166fd25588,7dcf26b5fc0002d9347e992744884892,27692 days 19:54:01,3.0,8.0,"#安全出行##旅游攻略#   
远离危险，自尊自爱，敬畏无常！！ ​","['安全出行', '旅游攻略']"
